Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;Dato;Dataleverandør;Dataansvarlig;Beregner;Xutm_Euref89_Zone32;Yutm_Euref89_Zone32;Parameter;Enhed;Resultat;Beregningsmetode;Kontrol;Kvalitet
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080726";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,328000009059906";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080727";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,32600000500679";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080728";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,321999996900558";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080729";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,310999989509583";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080730";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,307000011205673";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080731";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,305000007152557";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080801";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,303000003099442";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080802";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,305999994277954";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080803";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,314999997615814";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080804";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,382999986410141";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080805";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,660000026226044";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080806";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,531000018119812";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080807";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,402999997138977";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080808";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,391000002622604";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080919";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,393999993801117";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080920";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,382999986410141";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080921";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,381999999284744";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080922";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,377000004053116";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080923";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,391000002622604";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080924";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,38400000333786";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080925";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,371960878372192";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080926";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,370389252901077";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080927";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,370343804359436";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080928";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,372017711400986";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080929";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,376347362995148";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20080930";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,381916135549545";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081001";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,435596734285355";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081002";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,570025205612183";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081003";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,589010655879974";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081004";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,527365446090698";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081005";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,610775411128998";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081006";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,00909817218781";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081007";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,98407655954361";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081008";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,861726701259613";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081009";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,810227811336517";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081010";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,76899915933609";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081011";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,691707611083984";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081012";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,632321059703827";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081013";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,623277604579926";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081014";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,609260976314545";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081015";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,695285737514496";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081016";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,845750570297241";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081017";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,03764712810516";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081018";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,948356449604034";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081019";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,970859408378601";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081020";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,02201008796692";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081021";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,979107916355133";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081022";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,909157633781433";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081023";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,854727923870087";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081024";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,848309755325317";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081025";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,08616769313812";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081026";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,1787725687027";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081027";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,81869971752167";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081028";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"2,12483882904053";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081029";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,98027443885803";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081030";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,71057641506195";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081031";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,50932967662811";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081101";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,32568776607513";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081102";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,20135045051575";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081103";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,11056411266327";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081104";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,04626679420471";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081105";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,00167214870453";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081106";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,979206383228302";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081107";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"0,981523990631104";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081108";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,24835515022278";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081109";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,33547365665436";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081110";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"1,53360295295715";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081111";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"2,11767530441284";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081112";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,06759476661682";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081113";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,08938217163086";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081114";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,11036515235901";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081115";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,63889861106873";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081116";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,59583497047424";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081117";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,39924573898315";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081118";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,29413604736328";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081119";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,7727587223053";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081120";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,98087763786316";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081121";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"4,06186628341675";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081122";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,89237236976624";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081123";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,61714863777161";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081124";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,31172227859497";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081125";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"2,98704624176025";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081126";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"2,80702781677246";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081127";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,13368988037109";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081128";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,15106153488159";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081129";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,05353093147278";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081130";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,38509011268616";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081201";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"3,47406387329102";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081202";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"4,1628851890564";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081203";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"5,3997950553894";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081204";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"5,83155822753906";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081205";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"6,11179399490356";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081206";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"6,36339426040649";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081207";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"6,49124765396118";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081208";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"6,52325820922852";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081209";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"6,61437797546387";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081210";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"7,18400001525879";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081211";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"7,10099983215332";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081212";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"6,76999998092651";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081213";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"6,39200019836426";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081214";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"5,97900009155273";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081215";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"5,50600004196167";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081216";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"5,15100002288818";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081217";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"4,90299987792969";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081218";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"4,64300012588501";"Skønnet";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081219";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"4,69428157806396";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081220";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"4,77806186676025";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081221";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"4,85007381439209";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081222";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"4,70680618286133";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081223";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"4,53898763656616";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20081224";"Miljøcenter Roskilde";"Naturstyrelsen";"MHB";"650366";"6165418";"Vandføring";"m3/s";"4,29873466491699";"Beregnet ud fra referencestation";"FagK";"GODK"
