Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;Dato;Dataleverandør;Dataansvarlig;Beregner;Xutm_Euref89_Zone32;Yutm_Euref89_Zone32;Parameter;Enhed;Resultat;Beregningsmetode;Kontrol;Kvalitet
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100906";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,38105022907257";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100907";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,24194180965424";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100908";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,10848248004913";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100909";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,981102406978607";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100910";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,923992872238159";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100911";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,965142905712128";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100912";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,967576682567596";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100913";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,957588136196136";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100914";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,09128403663635";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100915";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,31431353092194";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100916";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,45307147502899";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100917";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,48670089244843";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100918";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,46789503097534";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100919";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,40754783153534";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100920";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,37064552307129";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100921";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,54876470565796";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100922";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,69397759437561";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100923";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,71472835540771";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100924";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,71894562244415";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100925";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,70643556118011";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100926";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,6792379617691";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100927";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,615194439888";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100928";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,51533627510071";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100929";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,40524864196777";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20100930";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,31157040596008";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101001";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,2218154668808";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101002";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,11275231838226";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101003";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,01802754402161";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101004";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,942039012908936";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101005";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,88009774684906";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101006";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,821908116340637";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101007";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,91211324930191";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101008";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,20527541637421";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101009";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,22113740444183";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101010";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,11853909492493";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101011";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,09972441196442";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101012";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,05496394634247";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101013";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,957990646362305";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101014";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,902748644351959";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101015";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,868849575519562";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101016";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,823909759521484";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101017";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,777127265930176";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101018";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,746344566345215";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101019";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"0,901368081569672";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101020";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,16307651996613";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101021";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,31524932384491";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101022";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,45202839374542";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101023";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"1,97863554954529";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101024";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"2,82576584815979";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101025";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"3,51192855834961";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101026";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"3,75075769424438";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101027";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"3,81440448760986";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101028";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"3,96479773521423";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101029";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"4,03706407546997";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101030";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"4,02609252929688";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101031";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"4,1217474937439";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101101";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"4,17110776901245";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101102";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"4,12004947662354";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101103";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"4,18083238601685";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101104";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"4,26708698272705";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101105";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"4,75111627578735";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101106";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"5,40955209732056";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101107";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"5,71246719360352";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101108";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"5,77897214889526";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101109";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"5,86706781387329";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101110";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"5,89666318893433";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101111";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"5,90076589584351";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101112";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,25942182540894";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101113";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,3459620475769";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101114";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,30363130569458";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101115";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,29340791702271";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101116";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,19670057296753";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101117";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,06247138977051";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101118";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"5,89387083053589";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101119";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"5,74680328369141";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101120";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"5,94813394546509";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101121";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"5,94879579544067";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101122";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"5,89615297317505";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101123";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,4287576675415";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101124";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"7,12975835800171";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101125";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"7,30864381790161";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101126";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"7,4322566986084";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101127";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"7,57937812805176";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101128";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"7,61706161499023";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101129";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"7,60669231414795";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101130";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"7,41326284408569";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101201";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"7,1683292388916";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101202";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,90546321868896";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101203";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,57564687728882";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101204";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,20653104782104";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101205";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"5,81339740753174";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101206";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"5,36645030975342";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101207";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"4,90228509902954";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101208";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"4,53083992004395";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101209";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"4,253493309021";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101210";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"3,97360610961914";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101211";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"5,07975721359253";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101212";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,64817237854004";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101213";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,82175445556641";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101214";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,80469989776611";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101215";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,70403337478638";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101216";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,48950242996216";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101217";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"6,15603113174438";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101218";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"5,59235239028931";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101219";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"4,89389753341675";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101220";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"4,35469102859497";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101221";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"3,90072870254517";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101222";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"3,32135391235352";"Beregnet ud fra referencestation";"FagK";"GODK"
"ÅMOSE Å";"55000018";"ÅMOSE Å, BROMØLLE";"20101223";"Miljøcenter Roskilde";"Naturstyrelsen";"ksh";"650366";"6165418";"Vandføring";"m3/s";"3,10790705680847";"Beregnet ud fra referencestation";"FagK";"GODK"
