Lokalitetsnavn;ObservationsStedNr;ObservationsStedNavn;Dato;Xutm_Euref89_Zone32;Yutm_Euref89_Zone32;Parameter;Enhed;Resultat;Kontrol;Kvalitet
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740708";"548999";"6250172";"Vandføring";"m3/s";"11";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740707";"548999";"6250172";"Vandføring";"m3/s";"11,3000001907349";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740706";"548999";"6250172";"Vandføring";"m3/s";"11,1999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740705";"548999";"6250172";"Vandføring";"m3/s";"11,8000001907349";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740704";"548999";"6250172";"Vandføring";"m3/s";"12,3000001907349";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740703";"548999";"6250172";"Vandføring";"m3/s";"10,6999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740702";"548999";"6250172";"Vandføring";"m3/s";"11,1000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740701";"548999";"6250172";"Vandføring";"m3/s";"10,6999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740630";"548999";"6250172";"Vandføring";"m3/s";"12,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740629";"548999";"6250172";"Vandføring";"m3/s";"12";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740628";"548999";"6250172";"Vandføring";"m3/s";"11,5";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740627";"548999";"6250172";"Vandføring";"m3/s";"10,8000001907349";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740626";"548999";"6250172";"Vandføring";"m3/s";"10,6999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740625";"548999";"6250172";"Vandføring";"m3/s";"11";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740624";"548999";"6250172";"Vandføring";"m3/s";"12,3999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740623";"548999";"6250172";"Vandføring";"m3/s";"13,1000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740622";"548999";"6250172";"Vandføring";"m3/s";"11,6999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740621";"548999";"6250172";"Vandføring";"m3/s";"10,8000001907349";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740620";"548999";"6250172";"Vandføring";"m3/s";"11,3000001907349";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740619";"548999";"6250172";"Vandføring";"m3/s";"11,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740618";"548999";"6250172";"Vandføring";"m3/s";"10,8999996185303";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740617";"548999";"6250172";"Vandføring";"m3/s";"11,6000003814697";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740616";"548999";"6250172";"Vandføring";"m3/s";"11,6999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740615";"548999";"6250172";"Vandføring";"m3/s";"11,6999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740614";"548999";"6250172";"Vandføring";"m3/s";"11";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740613";"548999";"6250172";"Vandføring";"m3/s";"11,6999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740612";"548999";"6250172";"Vandføring";"m3/s";"11,1999998092651";"FagK";"GODK"
"GUDENÅ";"21000461";"GUDENÅ, ULSTRUP BRO";"19740611";"548999";"6250172";"Vandføring";"m3/s";"11,1000003814697";"FagK";"GODK"
